"year","start","s_lat","s_long","finish","f_lat","f_long","commute_time","avail","weekday"
2023,"Barceloneta",4138.03,218.94,"Sants",4137.58,213.74,18.9032974196516,1,"Fri"
2024,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,14.9975908225511,0,"Thurs"
2023,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,0.633831448518381,1,"Wed"
2024,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,0.475373586388786,1,"Wed"
2023,"Barceloneta",4138.03,218.94,"Barceloneta",4138.03,218.94,5.5158482381164,1,"Fri"
2023,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,1.07259896592429,0,"Wed"
2023,"El Raval",4138.09,216.77,"Gothic Quarter",4138.39,217.74,62.7550385368515,0,"Wed"
2024,"Barceloneta",4138.03,218.94,"Poble Sec",4137.24,216.18,9.17487208259595,0,"Wed"
2024,"Sants",4137.58,213.74,"El Born",4138.57,218.27,26.766580320901,1,"Thurs"
2024,"Sarria",4140.17,212.8,"Sants",4137.58,213.74,16.5576158173664,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Eixample",4139.02,216.24,13.3669084906085,0,"Wed"
2024,"Eixample",4139.02,216.24,"El Born",4138.57,218.27,2.92890329932907,9,"Thurs"
2024,"Sarria",4140.17,212.8,"Eixample",4139.02,216.24,6.58872963090625,0,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Gracia",4140.92,215.7,33.5764863656457,0,"Fri"
2023,"Poble Sec",4137.24,216.18,"El Raval",4138.09,216.77,6.38383475691572,1,"Wed"
2024,"Poble Sec",4137.24,216.18,"Barceloneta",4138.03,218.94,13.3800761637678,0,NA
2023,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,20.7316608740287,1,"Thurs"
2023,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,4.21296958364997,1,"Fri"
2023,"Sants",4137.58,213.74,"Gothic Quarter",4138.39,217.74,49.4986665322659,0,"Mon"
2023,"Gracia",4140.92,215.7,"Poble Sec",4137.24,216.18,23.3095421527926,0,"Thurs"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,47.3353761400785,4,"Thurs"
2023,"Eixample",4139.02,216.24,"El Born",4138.57,218.27,8.78670989798722,3,"Mon"
2023,"Sant Antoni",4137.84,216.45,"Gracia",4140.92,215.7,22.374025829309,0,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"Sant Antoni",4137.84,216.45,3.74825588885599,3,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,29.3373834451608,3,"Wed"
2023,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,11.8694165102851,1,"Fri"
2024,"Gothic Quarter",4138.39,217.74,"Sants",4137.58,213.74,40.8888041963669,4,"Wed"
2023,"Sarria",4140.17,212.8,"Sants",4137.58,213.74,8.27880790868318,0,"Tue"
2023,"Sant Antoni",4137.84,216.45,"Poble Sec",4137.24,216.18,7.39388066280726,0,"Mon"
2023,"Gracia",4140.92,215.7,"Sarria",4140.17,212.8,26.1952369339115,4,"Tue"
2024,"Gothic Quarter",4138.39,217.74,"El Born",4138.57,218.27,8.67734452585831,0,"Wed"
2024,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,17.2763840616906,3,"Tue"
2024,"Sant Antoni",4137.84,216.45,"Poble Sec",4137.24,216.18,22.1816419884218,0,"Fri"
2024,"Eixample",4139.02,216.24,"Barceloneta",4138.03,218.94,10.10290213128,1,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,17.2430681560336,0,"Wed"
2023,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,16.3594628864515,0,"Fri"
2023,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,24.236406769858,0,"Thurs"
2023,"Sants",4137.58,213.74,"El Born",4138.57,218.27,20.0749352406757,1,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,27.2657714774192,0,"Fri"
2023,"Sants",4137.58,213.74,"Poble Sec",4137.24,216.18,0,0,"Fri"
2023,"Gracia",4140.92,215.7,"Sants",4137.58,213.74,30.4703893094669,0,"Tue"
2024,"Sarria",4140.17,212.8,"Eixample",4139.02,216.24,32.9436481545313,1,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Barceloneta",4138.03,218.94,2.17920303030342,4,"Tue"
2024,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,0.633831448518381,1,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Poble Sec",4137.24,216.18,10.2945507130399,1,"Thurs"
2024,"Barceloneta",4138.03,218.94,"Sants",4137.58,213.74,25.2043965595355,1,"Fri"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,47.3353761400785,1,"Tue"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,47.4697798639978,4,"Fri"
2024,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,0.536299482962147,0,"Wed"
2024,"Sant Antoni",4137.84,216.45,"El Born",4138.57,218.27,31.4286534646416,0,"Wed"
2023,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,8.99855449353063,0,"Tue"
2023,"El Born",4138.57,218.27,"Sarria",4140.17,212.8,46.9058197720083,0,"Thurs"
2023,"El Born",4138.57,218.27,"Sants",4137.58,213.74,13.9381830846746,2,"Tue"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,63.9868407834834,0,"Tue"
2023,"Sant Antoni",4137.84,216.45,"El Born",4138.57,218.27,25.1429227717133,0,"Fri"
2024,"Eixample",4139.02,216.24,"El Born",4138.57,218.27,4.39335494899361,5,"Thurs"
2023,"El Born",4138.57,218.27,"Eixample",4139.02,216.24,6.09210043770733,1,"Fri"
2024,"Barceloneta",4138.03,218.94,"Gracia",4140.92,215.7,22.0081132205894,4,"Tue"
2024,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,17.9304218793876,0,"Thurs"
2024,"Sants",4137.58,213.74,"Gracia",4140.92,215.7,9.56929585642741,0,"Tue"
2024,"Sarria",4140.17,212.8,"Sant Antoni",4137.84,216.45,50.6489216251448,0,"Wed"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,43.4669728183646,2,"Thurs"
2023,"Barceloneta",4138.03,218.94,"Eixample",4139.02,216.24,7.43606031854441,2,"Tue"
2024,"Sarria",4140.17,212.8,"Gracia",4140.92,215.7,8.35314260733867,0,"Thurs"
2023,"El Born",4138.57,218.27,"El Born",4138.57,218.27,5.59613906557128,NA,"Fri"
2023,"Sants",4137.58,213.74,"Eixample",4139.02,216.24,17.4696323069843,0,"Tue"
2024,"Eixample",4139.02,216.24,"Gracia",4140.92,215.7,20.5212164307451,0,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Gothic Quarter",4138.39,217.74,4.61427487378518,2,"Thurs"
2024,"Sants",4137.58,213.74,"Gothic Quarter",4138.39,217.74,29.6991999193595,0,"Wed"
2023,"Sant Antoni",4137.84,216.45,"Barceloneta",4138.03,218.94,20.7197007754977,2,"Thurs"
2024,"Sarria",4140.17,212.8,"Gothic Quarter",4138.39,217.74,25.4740766557409,3,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"Sarria",4140.17,212.8,51.1629372415085,0,"Fri"
2023,"Gothic Quarter",4138.39,217.74,"Sarria",4140.17,212.8,22.7390832184482,4,"Fri"
2023,"El Born",4138.57,218.27,"Sarria",4140.17,212.8,46.9058197720083,0,"Tue"
2023,"Gracia",4140.92,215.7,"Sants",4137.58,213.74,38.0879866368336,0,"Tue"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,15.8232599546659,3,"Fri"
2024,"Sants",4137.58,213.74,"Eixample",4139.02,216.24,23.292843075979,0,"Tue"
2024,"El Born",4138.57,218.27,"Sants",4137.58,213.74,32.522427197574,2,"Tue"
2023,"Barceloneta",4138.03,218.94,"El Raval",4138.09,216.77,5.47860198293637,2,"Thurs"
2024,"Sants",4137.58,213.74,"El Raval",4138.09,216.77,13.8259896730618,3,"Tue"
2024,"Gothic Quarter",4138.39,217.74,"Eixample",4139.02,216.24,16.0402901887302,0,"Mon"
2024,"El Born",4138.57,218.27,"Sarria",4140.17,212.8,23.4529098860041,0,"Tue"
2024,"Gracia",4140.92,215.7,"Gothic Quarter",4138.39,217.74,20.7024655683372,0,"Wed"
2024,"Poble Sec",4137.24,216.18,"Barceloneta",4138.03,218.94,4.46002538792261,0,"Wed"
2023,"Eixample",4139.02,216.24,"Sant Antoni",4137.84,216.45,12.0747400519304,0,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Gothic Quarter",4138.39,217.74,1.1535687184463,1,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Eixample",4139.02,216.24,3.14380601945611,3,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Eixample",4139.02,216.24,6.91637324280343,0,NA
2023,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,0.475373586388786,2,"Wed"
2023,"Sant Antoni",4137.84,216.45,"Poble Sec",4137.24,216.18,11.0908209942109,0,"Fri"
2023,"Poble Sec",4137.24,216.18,"Barceloneta",4138.03,218.94,35.6802031033808,0,"Wed"
2023,"Eixample",4139.02,216.24,"El Raval",4138.09,216.77,2.64309209617115,2,"Fri"
2024,"Barceloneta",4138.03,218.94,"Sant Antoni",4137.84,216.45,27.9143588744787,0,"Wed"
2023,"Sarria",4140.17,212.8,"Gothic Quarter",4138.39,217.74,25.4740766557409,1,"Tue"
2024,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,11.8694165102851,2,"Wed"
2024,"Eixample",4139.02,216.24,"Sants",4137.58,213.74,34.6425911572728,0,"Tue"
2024,"Sant Antoni",4137.84,216.45,"El Born",4138.57,218.27,18.857192078785,0,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Sarria",4140.17,212.8,22.7390832184482,3,"Fri"
2023,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,4.21296958364997,1,"Thurs"
2023,"Gracia",4140.92,215.7,"Gracia",4140.92,215.7,7.79276956545291,1,"Thurs"
2024,"Gracia",4140.92,215.7,"Gracia",4140.92,215.7,15.5855391309058,2,"Thurs"
2023,"Gracia",4140.92,215.7,"Gracia",4140.92,215.7,5.84457717408969,0,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Poble Sec",4137.24,216.18,6.17673042782394,2,"Wed"
2024,"El Born",4138.57,218.27,"Sant Antoni",4137.84,216.45,23.5503935447455,0,"Thurs"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,63.9868407834834,2,"Wed"
2023,"Sarria",4140.17,212.8,"El Born",4138.57,218.27,43.6082510105972,5,"Wed"
2023,"Poble Sec",4137.24,216.18,"El Raval",4138.09,216.77,22.343421649205,0,"Wed"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,68.4538947053752,2,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,1.57673569096722,3,"Thurs"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,43.6032131546636,4,"Thurs"
2024,"El Born",4138.57,218.27,"Gracia",4140.92,215.7,17.072145551392,0,"Thurs"
2024,"Sarria",4140.17,212.8,"Eixample",4139.02,216.24,19.7661888927188,1,"Fri"
2024,"Gracia",4140.92,215.7,"Sarria",4140.17,212.8,39.2928554008672,0,"Tue"
2023,"Sant Antoni",4137.84,216.45,"Sarria",4140.17,212.8,5.58419800328128,0,"Fri"
2023,"Sarria",4140.17,212.8,"Poble Sec",4137.24,216.18,28.8339199448364,2,"Wed"
2023,"Sant Antoni",4137.84,216.45,"Sarria",4140.17,212.8,16.7525940098438,1,"Mon"
2024,"Sant Antoni",4137.84,216.45,"Poble Sec",4137.24,216.18,3.69694033140363,0,"Fri"
2024,"Sant Antoni",4137.84,216.45,"El Born",4138.57,218.27,12.5714613858566,0,"Fri"
2023,"El Born",4138.57,218.27,"El Born",4138.57,218.27,7.46151875409505,1,"Fri"
2024,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,4.21296958364997,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,38.1720800683869,0,"Fri"
2023,"El Born",4138.57,218.27,"Gothic Quarter",4138.39,217.74,4.41277048030727,2,"Fri"
2023,"Poble Sec",4137.24,216.18,"Sants",4137.58,213.74,12.8533920315782,0,"Fri"
2023,"Sant Antoni",4137.84,216.45,"Sant Antoni",4137.84,216.45,2.28817167235538,1,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Gracia",4140.92,215.7,20.1458918193874,2,"Fri"
2024,"El Raval",4138.09,216.77,"El Raval",4138.09,216.77,44.9745155607816,0,"Wed"
2023,"Barceloneta",4138.03,218.94,"Barceloneta",4138.03,218.94,9.19308039686067,2,"Thurs"
2024,"El Born",4138.57,218.27,"Poble Sec",4137.24,216.18,40.5233675655271,0,"Fri"
2024,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,5.93470825514253,3,"Thurs"
2024,"Eixample",4139.02,216.24,"El Born",4138.57,218.27,8.78670989798722,5,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Gothic Quarter",4138.39,217.74,9.10770858734152,1,"Fri"
2023,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,32.7189257729031,0,"Tue"
2024,"Sarria",4140.17,212.8,"Sant Antoni",4137.84,216.45,10.129784325029,0,"Wed"
2024,"Poble Sec",4137.24,216.18,"Poble Sec",4137.24,216.18,34.6372491690198,0,"Tue"
2024,"El Born",4138.57,218.27,"Eixample",4139.02,216.24,6.09210043770733,0,"Fri"
2024,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,39.1165112602144,3,"Wed"
2024,"Sarria",4140.17,212.8,"Sarria",4140.17,212.8,0.475373586388786,1,"Wed"
2023,"Sant Antoni",4137.84,216.45,"El Born",4138.57,218.27,18.857192078785,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,16.3594628864515,0,"Fri"
2023,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,17.2763840616906,4,"Thurs"
2024,"Sants",4137.58,213.74,"Gothic Quarter",4138.39,217.74,34.6490665725861,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,11.9536145862584,0,"Fri"
2024,"Sarria",4140.17,212.8,"Barceloneta",4138.03,218.94,61.2030589903645,0,"Thurs"
2023,"El Born",4138.57,218.27,"El Born",4138.57,218.27,13.0576578196663,1,"Fri"
2024,"Sants",4137.58,213.74,"El Born",4138.57,218.27,20.0749352406757,1,"Thurs"
2024,"Eixample",4139.02,216.24,"Sant Antoni",4137.84,216.45,14.4896880623165,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Sant Antoni",4137.84,216.45,2.28817167235538,2,"Thurs"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,54.1429280393496,4,"Mon"
2024,"Gracia",4140.92,215.7,"Gracia",4140.92,215.7,5.84457717408969,0,"Thurs"
2024,"Sants",4137.58,213.74,"Poble Sec",4137.24,216.18,20.8575996707335,0,"Fri"
2023,"Sarria",4140.17,212.8,"Barceloneta",4138.03,218.94,26.2298824244419,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,32.7189257729031,0,"Fri"
2023,"El Raval",4138.09,216.77,"Eixample",4139.02,216.24,34.7673350879018,1,"Wed"
2023,"Eixample",4139.02,216.24,"Barceloneta",4138.03,218.94,8.41908510939996,1,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Sant Antoni",4137.84,216.45,8.43357574992598,6,"Wed"
2023,"Barceloneta",4138.03,218.94,"Gracia",4140.92,215.7,22.0081132205894,3,"Tue"
2024,"Gracia",4140.92,215.7,"Gothic Quarter",4138.39,217.74,20.7024655683372,NA,"Wed"
2023,"Eixample",4139.02,216.24,"Sant Antoni",4137.84,216.45,7.24484403115823,0,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,40.3940112830966,0,"Thurs"
2024,"El Born",4138.57,218.27,"Barceloneta",4138.03,218.94,1.28076143055721,3,"Fri"
2023,"Sants",4137.58,213.74,"Sant Antoni",4137.84,216.45,10.3658304370143,1,"Thurs"
2024,"Poble Sec",4137.24,216.18,"El Born",4138.57,218.27,7.60306111772759,6,"Wed"
2024,"Sarria",4140.17,212.8,"Barceloneta",4138.03,218.94,69.9463531318451,0,"Thurs"
2023,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,10.1394804621282,4,"Tue"
2023,"El Raval",4138.09,216.77,"El Born",4138.57,218.27,52.1603673820375,2,"Thurs"
2023,"El Born",4138.57,218.27,"Sarria",4140.17,212.8,46.9058197720083,1,"Thurs"
2023,"Sants",4137.58,213.74,"Sants",4137.58,213.74,1.21917864312418,2,"Thurs"
2023,"Gracia",4140.92,215.7,"El Raval",4138.09,216.77,14.0529718007907,1,"Wed"
2024,"Sants",4137.58,213.74,"Eixample",4139.02,216.24,29.1160538449738,0,"Wed"
2023,"Barceloneta",4138.03,218.94,"Sarria",4140.17,212.8,64.2880323739566,2,"Thurs"
2023,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,23.9072291725168,0,"Thurs"
2024,"Gracia",4140.92,215.7,"Eixample",4139.02,216.24,6.54825062610416,0,"Tue"
2024,"Gracia",4140.92,215.7,"El Raval",4138.09,216.77,16.0605392009037,3,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"El Raval",4138.09,216.77,0.525578563655739,4,"Wed"
2024,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,63.1138348534379,3,"Thurs"
2023,"Poble Sec",4137.24,216.18,"Sarria",4140.17,212.8,26.0826591298171,2,"Fri"
2024,"Sants",4137.58,213.74,"El Raval",4138.09,216.77,16.5911876076741,2,"Tue"
2024,"Sants",4137.58,213.74,"Eixample",4139.02,216.24,23.292843075979,0,"Tue"
2024,"Sants",4137.58,213.74,"Sarria",4140.17,212.8,14.2306911937784,0,"Tue"
2023,"Eixample",4139.02,216.24,"Eixample",4139.02,216.24,6.58562954755146,6,"Mon"
2023,"Eixample",4139.02,216.24,"Sarria",4140.17,212.8,28.6905915568306,0,"Tue"
2024,"Sarria",4140.17,212.8,"Gracia",4140.92,215.7,8.35314260733867,0,"Fri"
2023,"Barceloneta",4138.03,218.94,"Eixample",4139.02,216.24,7.43606031854441,1,"Tue"
2024,"Sant Antoni",4137.84,216.45,"Gracia",4140.92,215.7,33.5610387439636,0,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,17.2430681560336,0,"Wed"
2023,"Gracia",4140.92,215.7,"Gothic Quarter",4138.39,217.74,34.504109280562,0,"Wed"
2024,"Barceloneta",4138.03,218.94,"Sants",4137.58,213.74,6.30109913988387,1,"Fri"
2024,"El Born",4138.57,218.27,"Poble Sec",4137.24,216.18,27.015578377018,0,"Fri"
2024,"Gracia",4140.92,215.7,"Barceloneta",4138.03,218.94,25.2342946740595,0,"Fri"
2023,"El Raval",4138.09,216.77,"Sant Antoni",4137.84,216.45,63.1138348534379,4,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Sarria",4140.17,212.8,30.4297689847866,2,"Fri"
2023,"Gracia",4140.92,215.7,"Sarria",4140.17,212.8,45.841664634345,0,"Tue"
2024,"El Born",4138.57,218.27,"Eixample",4139.02,216.24,7.3105205252488,0,"Fri"
2024,"Barceloneta",4138.03,218.94,"Barceloneta",4138.03,218.94,5.5158482381164,1,"Fri"
2023,"El Raval",4138.09,216.77,"Poble Sec",4137.24,216.18,48.895639075268,0,"Mon"
2024,"Gracia",4140.92,215.7,"El Born",4138.57,218.27,14.8367706378563,1,"Thurs"
2024,"Gracia",4140.92,215.7,"Poble Sec",4137.24,216.18,11.6547710763963,NA,"Thurs"
2024,"Sarria",4140.17,212.8,"Eixample",4139.02,216.24,9.88309444635938,2,"Thurs"
2024,"Barceloneta",4138.03,218.94,"Eixample",4139.02,216.24,2.47868677284814,1,"Tue"
2023,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,32.7189257729031,0,"Fri"
2023,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,78.4857836783944,2,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Sant Antoni",4137.84,216.45,3.74825588885599,0,"Wed"
2024,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,14.3692234633613,0,"Wed"
2023,"Gracia",4140.92,215.7,"Barceloneta",4138.03,218.94,21.0285788950496,0,"Tue"
2023,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,20.2789609242565,3,"Tue"
2024,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,51.1894726267867,2,"Tue"
2023,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,2.14519793184859,3,"Wed"
2023,"Gracia",4140.92,215.7,"Barceloneta",4138.03,218.94,12.6171473370297,0,"Tue"
2024,"Gothic Quarter",4138.39,217.74,"Barceloneta",4138.03,218.94,5.44800757575856,2,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"Sants",4137.58,213.74,57.2443258749136,1,"Wed"
2023,"Eixample",4139.02,216.24,"Eixample",4139.02,216.24,5.64482532647268,0,"Mon"
2024,"Gracia",4140.92,215.7,"Sarria",4140.17,212.8,65.4880923347786,1,"Tue"
2024,"Barceloneta",4138.03,218.94,"Sant Antoni",4137.84,216.45,6.97858971861967,0,"Tue"
2023,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,0,0,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,48.472813539716,0,"Thurs"
2024,"Sarria",4140.17,212.8,"Gracia",4140.92,215.7,29.2359991256854,0,"Tue"
2023,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,15.2092206931923,4,"Tue"
2023,"Eixample",4139.02,216.24,"El Raval",4138.09,216.77,2.11447367693692,0,"Fri"
2024,"El Raval",4138.09,216.77,"Sarria",4140.17,212.8,87.2064263093272,4,"Thurs"
2024,"Sarria",4140.17,212.8,"Gothic Quarter",4138.39,217.74,50.9481533114818,1,"Fri"
2023,"El Born",4138.57,218.27,"Sants",4137.58,213.74,23.2303051411243,3,"Tue"
2024,"Poble Sec",4137.24,216.18,"Gracia",4140.92,215.7,40.2917836387748,0,"Fri"
2023,"El Born",4138.57,218.27,"Poble Sec",4137.24,216.18,20.2616837827635,0,"Fri"
2024,"Sants",4137.58,213.74,"Sarria",4140.17,212.8,21.3460367906676,0,"Tue"
2023,"Sant Antoni",4137.84,216.45,"Gracia",4140.92,215.7,22.374025829309,0,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Poble Sec",4137.24,216.18,12.3534608556479,2,"Thurs"
2023,"Eixample",4139.02,216.24,"Barceloneta",4138.03,218.94,1.68381702187999,1,"Wed"
2024,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,31.6465199093319,0,"Fri"
2024,"Barceloneta",4138.03,218.94,"El Born",4138.57,218.27,14.4688232853776,0,"Tue"
2024,"Sant Antoni",4137.84,216.45,"Sant Antoni",4137.84,216.45,2.28817167235538,1,"Thurs"
2024,"Sants",4137.58,213.74,"Sarria",4140.17,212.8,17.788363992223,0,"Tue"
2024,"Gracia",4140.92,215.7,"Eixample",4139.02,216.24,2.80639312547321,1,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Sant Antoni",4137.84,216.45,1.56712469396585,0,"Tue"
2023,"El Raval",4138.09,216.77,"Eixample",4139.02,216.24,52.1510026318526,0,"Wed"
2023,"Barceloneta",4138.03,218.94,"Gothic Quarter",4138.39,217.74,1.07259896592429,0,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Gracia",4140.92,215.7,48.472813539716,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Gothic Quarter",4138.39,217.74,9.10770858734152,1,"Fri"
2023,"Gracia",4140.92,215.7,"Gothic Quarter",4138.39,217.74,27.6032874244496,0,"Thurs"
2024,"Gothic Quarter",4138.39,217.74,"Sarria",4140.17,212.8,28.4238540230603,1,"Wed"
2024,"Poble Sec",4137.24,216.18,"Sant Antoni",4137.84,216.45,0.522374897988618,3,"Tue"
2024,"Barceloneta",4138.03,218.94,"Barceloneta",4138.03,218.94,5.5158482381164,1,"Fri"
2024,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,17.9971089870613,0,"Thurs"
2023,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,16.3594628864515,0,"Fri"
2023,"Eixample",4139.02,216.24,"Gracia",4140.92,215.7,11.7264093889972,0,"Thurs"
2024,"Sant Antoni",4137.84,216.45,"Gracia",4140.92,215.7,44.7480516586181,0,"Fri"
2023,"Gothic Quarter",4138.39,217.74,"Sants",4137.58,213.74,24.5332825178201,1,"Wed"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,13.5357320098374,3,"Wed"
2023,"El Raval",4138.09,216.77,"Barceloneta",4138.03,218.94,47.4697798639978,2,"Wed"
2024,"Sants",4137.58,213.74,"El Raval",4138.09,216.77,13.8259896730618,3,"Tue"
2023,"Eixample",4139.02,216.24,"El Born",4138.57,218.27,5.85780659865814,4,"Thurs"
2024,"Poble Sec",4137.24,216.18,"Poble Sec",4137.24,216.18,5.7728748615033,0,"Tue"
2023,"El Born",4138.57,218.27,"Eixample",4139.02,216.24,7.3105205252488,1,"Fri"
2023,"El Raval",4138.09,216.77,"Gracia",4140.92,215.7,54.1429280393496,2,"Mon"
2024,"Sant Antoni",4137.84,216.45,"El Raval",4138.09,216.77,21.8126171819354,0,"Fri"
2023,"Poble Sec",4137.24,216.18,"El Raval",4138.09,216.77,25.5353390276629,1,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Sants",4137.58,213.74,8.17776083927337,1,"Wed"
2023,"Gracia",4140.92,215.7,"Barceloneta",4138.03,218.94,46.262873569109,0,"Thurs"
2023,"Eixample",4139.02,216.24,"Poble Sec",4137.24,216.18,16.6736623763673,3,"Tue"
2023,"Sants",4137.58,213.74,"Eixample",4139.02,216.24,34.9392646139685,0,"Tue"
2023,"Sants",4137.58,213.74,"Poble Sec",4137.24,216.18,15.6431997530501,0,"Wed"
2023,"El Born",4138.57,218.27,"El Raval",4138.09,216.77,20.9966271515715,0,"Thurs"
2023,"Gothic Quarter",4138.39,217.74,"Barceloneta",4138.03,218.94,5.44800757575856,2,"Tue"
2024,"Sant Antoni",4137.84,216.45,"Eixample",4139.02,216.24,5.26621197956246,0,"Thurs"
2023,"Sarria",4140.17,212.8,"El Raval",4138.09,216.77,30.4184413863847,1,"Fri"
2023,"El Raval",4138.09,216.77,"Sants",4137.58,213.74,76.7842089401801,5,"Tue"
2023,"Sarria",4140.17,212.8,"Sant Antoni",4137.84,216.45,81.0382746002317,0,"Wed"
2024,"Sants",4137.58,213.74,"Gracia",4140.92,215.7,43.0618313539234,1,"Tue"
2023,"Gothic Quarter",4138.39,217.74,"Gothic Quarter",4138.39,217.74,2.87384469267227,0,"Wed"
2023,"Gothic Quarter",4138.39,217.74,"Sants",4137.58,213.74,24.5332825178201,1,"Wed"
2024,"Gracia",4140.92,215.7,"Gracia",4140.92,215.7,9.74096195681614,2,"Thurs"
2023,"Sants",4137.58,213.74,"Gothic Quarter",4138.39,217.74,14.8495999596798,0,"Mon"
2024,"Sant Antoni",4137.84,216.45,"Sants",4137.58,213.74,35.8608437587752,0,"Thurs"
2023,"El Born",4138.57,218.27,"Gracia",4140.92,215.7,14.6332676154788,2,"Thurs"
